reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixreviewtime,reviewtime
R000499,B50775,User_499,"(6, 5)",decent product but delivery was slow.,2,highly recommend!,1730368081,"03 07, 2024"
R000500,B30969,User_500,"(8, 11)",not satisfied. quality is poor.,1,highly recommend!,1740131281,"11 09, 2024"
R000501,B18637,User_501,"(6, 7)",amazing product! works as expected.,4,highly recommend!,1680169681,"02 03, 2023"
R000502,B94182,User_502,"(7, 2)",fantastic! exceeded expectations.,5,highly recommend!,1726134481,"11 14, 2024"
R000503,B94306,User_503,"(3, 10)","good quality, but expensive.",5,"not bad, but slow delivery.",1663148881,"06 28, 2023"
R000504,B94840,User_504,"(7, 4)","good quality, but expensive.",3,highly recommend!,1675072081,"03 19, 2023"
R000505,B21734,User_505,"(7, 2)","terrible experience, won't buy again.",1,overpriced but good.,1719136081,"10 13, 2022"
R000506,B66168,User_506,"(8, 15)","average product, could be better.",4,totally worth it!,1700819281,"02 08, 2023"
R000507,B71538,User_507,"(2, 12)",fantastic! exceeded expectations.,1,great purchase!,1718704081,"10 07, 2022"
R000508,B87696,User_508,"(8, 11)","very useful, worth the price.",3,"not bad, but slow delivery.",1741600081,"09 16, 2023"
R000509,B94896,User_509,"(1, 1)",amazing product! works as expected.,3,worst buy.,1729158481,"01 25, 2023"
R000510,B45640,User_510,"(9, 13)",decent product but delivery was slow.,2,didn't meet expectations.,1691142481,"04 30, 2024"
R000511,B31359,User_511,"(3, 12)",fantastic! exceeded expectations.,3,totally worth it!,1719827281,"10 16, 2022"
R000512,B42356,User_512,"(9, 13)","terrible experience, won't buy again.",1,just okay.,1693907281,"05 08, 2023"
R000513,B20301,User_513,"(0, 14)","terrible experience, won't buy again.",5,great purchase!,1697708881,"07 13, 2024"
R000514,B88307,User_514,"(2, 15)","average product, could be better.",3,overpriced but good.,1709545681,"10 29, 2022"
R000515,B96769,User_515,"(7, 7)",fantastic! exceeded expectations.,5,bad quality.,1672912081,"08 11, 2024"
R000516,B71384,User_516,"(3, 18)",decent product but delivery was slow.,1,didn't meet expectations.,1685094481,"03 04, 2023"
R000517,B51576,User_517,"(9, 7)","good quality, but expensive.",2,great purchase!,1726480081,"03 18, 2023"
R000518,B28680,User_518,"(2, 11)",amazing product! works as expected.,1,loved it!,1672048081,"03 22, 2025"
R000519,B33804,User_519,"(4, 3)","very useful, worth the price.",1,highly recommend!,1720345681,"02 27, 2023"
R000520,B28998,User_520,"(5, 14)","average product, could be better.",4,loved it!,1722246481,"12 05, 2023"
R000521,B47964,User_521,"(5, 7)",decent product but delivery was slow.,3,loved it!,1702806481,"06 30, 2023"
R000522,B39255,User_522,"(1, 15)","not what i expected, disappointed.",4,overpriced but good.,1723283281,"05 07, 2024"
R000523,B41062,User_523,"(9, 17)","not what i expected, disappointed.",2,just okay.,1724060881,"09 27, 2024"
R000524,B83287,User_524,"(6, 3)","very useful, worth the price.",2,just okay.,1710841681,"09 14, 2023"
R000525,B46242,User_525,"(5, 3)",decent product but delivery was slow.,2,totally worth it!,1686476881,"08 28, 2024"
R000526,B31451,User_526,"(7, 16)",excellent! highly recommended.,4,"not bad, but slow delivery.",1707385681,"11 23, 2022"
R000527,B30600,User_527,"(1, 2)","terrible experience, won't buy again.",4,bad quality.,1667728081,"07 07, 2023"
R000528,B76393,User_528,"(5, 17)",not satisfied. quality is poor.,4,loved it!,1717753681,"03 18, 2023"
R000529,B82206,User_529,"(8, 4)",excellent! highly recommended.,4,great purchase!,1695030481,"03 11, 2023"
R000530,B80130,User_530,"(7, 13)",decent product but delivery was slow.,2,highly recommend!,1659001681,"12 28, 2024"
R000531,B30220,User_531,"(8, 17)","good quality, but expensive.",5,didn't meet expectations.,1674294481,"08 10, 2024"
R000532,B12686,User_532,"(8, 3)",amazing product! works as expected.,4,worst buy.,1656841681,"09 15, 2024"
R000533,B36344,User_533,"(3, 8)","good quality, but expensive.",1,"not bad, but slow delivery.",1674294481,"11 05, 2024"
R000534,B42911,User_534,"(9, 4)","terrible experience, won't buy again.",1,overpriced but good.,1689155281,"12 24, 2024"
R000535,B85792,User_535,"(4, 14)","good quality, but expensive.",3,loved it!,1690019281,"12 15, 2024"
R000536,B59148,User_536,"(3, 11)",not satisfied. quality is poor.,3,highly recommend!,1677059281,"06 04, 2023"
R000537,B46011,User_537,"(6, 2)","terrible experience, won't buy again.",3,"not bad, but slow delivery.",1694857681,"07 25, 2022"
R000538,B44670,User_538,"(3, 1)","very useful, worth the price.",2,great purchase!,1690192081,"07 25, 2023"
R000539,B36318,User_539,"(3, 6)",excellent! highly recommended.,5,"not bad, but slow delivery.",1712915281,"06 05, 2023"
R000540,B43254,User_540,"(7, 4)","average product, could be better.",1,worst buy.,1713865681,"03 24, 2025"
R000541,B41944,User_541,"(6, 18)","terrible experience, won't buy again.",1,bad quality.,1730972881,"04 16, 2023"
R000542,B30941,User_542,"(2, 13)",fantastic! exceeded expectations.,2,great purchase!,1684144081,"05 21, 2024"
R000543,B85107,User_543,"(8, 3)","not what i expected, disappointed.",3,didn't meet expectations.,1729331281,"12 11, 2023"
R000544,B55601,User_544,"(1, 6)",excellent! highly recommended.,5,overpriced but good.,1733046481,"12 28, 2024"
R000545,B32832,User_545,"(9, 11)",not satisfied. quality is poor.,4,overpriced but good.,1687427281,"05 28, 2024"
R000546,B92715,User_546,"(2, 19)","average product, could be better.",3,overpriced but good.,1682675281,"07 03, 2024"
R000547,B75706,User_547,"(6, 11)","average product, could be better.",3,didn't meet expectations.,1705139281,"12 08, 2023"
R000548,B85435,User_548,"(1, 19)","very useful, worth the price.",4,bad quality.,1730195281,"02 09, 2023"
R000549,B45698,User_549,"(4, 4)",decent product but delivery was slow.,2,highly recommend!,1661248081,"01 17, 2023"
R000550,B87147,User_550,"(4, 1)","not what i expected, disappointed.",5,great purchase!,1662889681,"02 17, 2025"
R000551,B71396,User_551,"(5, 9)",decent product but delivery was slow.,5,highly recommend!,1696585681,"12 25, 2024"
R000552,B94324,User_552,"(7, 11)",excellent! highly recommended.,5,highly recommend!,1692956881,"09 26, 2023"
R000553,B95391,User_553,"(0, 17)","not what i expected, disappointed.",5,"not bad, but slow delivery.",1688291281,"07 30, 2023"
R000554,B57681,User_554,"(7, 18)",decent product but delivery was slow.,2,highly recommend!,1720864081,"01 13, 2023"
R000555,B78568,User_555,"(8, 3)",decent product but delivery was slow.,2,"not bad, but slow delivery.",1700041681,"02 11, 2023"
R000556,B39319,User_556,"(2, 11)",not satisfied. quality is poor.,2,didn't meet expectations.,1660384081,"12 26, 2023"
R000557,B66953,User_557,"(6, 8)","not what i expected, disappointed.",4,didn't meet expectations.,1672825681,"01 10, 2025"
R000558,B22830,User_558,"(0, 16)","terrible experience, won't buy again.",3,loved it!,1701251281,"07 16, 2024"
R000559,B89589,User_559,"(7, 14)","average product, could be better.",2,didn't meet expectations.,1679305681,"01 08, 2023"
R000560,B95335,User_560,"(6, 11)",excellent! highly recommended.,4,worst buy.,1705830481,"07 10, 2022"
R000561,B33078,User_561,"(1, 16)","average product, could be better.",4,"not bad, but slow delivery.",1685872081,"02 16, 2025"
R000562,B76016,User_562,"(3, 11)",decent product but delivery was slow.,4,"not bad, but slow delivery.",1709286481,"07 13, 2024"
R000563,B85792,User_563,"(7, 14)",excellent! highly recommended.,2,worst buy.,1668073681,"02 05, 2024"
R000564,B20251,User_564,"(2, 8)",excellent! highly recommended.,1,overpriced but good.,1740304081,"02 24, 2024"
R000565,B78697,User_565,"(4, 4)",excellent! highly recommended.,3,just okay.,1694598481,"03 11, 2024"
R000566,B20435,User_566,"(3, 2)",excellent! highly recommended.,2,just okay.,1736675281,"04 25, 2024"
R000567,B89253,User_567,"(6, 18)","average product, could be better.",4,totally worth it!,1705312081,"01 20, 2025"
R000568,B21242,User_568,"(0, 7)","terrible experience, won't buy again.",4,overpriced but good.,1734428881,"11 07, 2024"
R000569,B84792,User_569,"(9, 9)",fantastic! exceeded expectations.,5,highly recommend!,1719481681,"09 23, 2022"
R000570,B13969,User_570,"(7, 7)",amazing product! works as expected.,5,great purchase!,1689241681,"02 08, 2024"
R000571,B48621,User_571,"(1, 10)",fantastic! exceeded expectations.,5,"not bad, but slow delivery.",1687427281,"05 01, 2024"
R000572,B90849,User_572,"(8, 6)",excellent! highly recommended.,4,just okay.,1672307281,"10 23, 2023"
R000573,B88072,User_573,"(6, 7)","not what i expected, disappointed.",4,worst buy.,1699523281,"06 11, 2024"
R000574,B99888,User_574,"(2, 9)","terrible experience, won't buy again.",3,loved it!,1706262481,"06 08, 2024"
R000575,B45760,User_575,"(4, 13)","very useful, worth the price.",4,"not bad, but slow delivery.",1702374481,"03 18, 2023"
R000576,B12602,User_576,"(6, 3)",amazing product! works as expected.,4,highly recommend!,1692352081,"07 15, 2022"
R000577,B23422,User_577,"(7, 8)","good quality, but expensive.",4,just okay.,1703065681,"11 01, 2024"
R000578,B91047,User_578,"(3, 18)","terrible experience, won't buy again.",2,great purchase!,1683366481,"07 05, 2022"
R000579,B45227,User_579,"(5, 5)","very useful, worth the price.",3,didn't meet expectations.,1662544081,"11 28, 2023"
R000580,B94407,User_580,"(6, 9)",amazing product! works as expected.,4,highly recommend!,1674035281,"09 17, 2024"
R000581,B95036,User_581,"(6, 10)","not what i expected, disappointed.",5,bad quality.,1662716881,"04 21, 2023"
R000582,B22814,User_582,"(5, 18)",fantastic! exceeded expectations.,5,didn't meet expectations.,1662198481,"03 23, 2023"
R000583,B34614,User_583,"(4, 13)",decent product but delivery was slow.,5,overpriced but good.,1686995281,"06 09, 2024"
R000584,B32357,User_584,"(6, 17)",decent product but delivery was slow.,5,just okay.,1693561681,"07 23, 2023"
R000585,B78868,User_585,"(2, 13)",fantastic! exceeded expectations.,4,bad quality.,1713174481,"12 17, 2024"
R000586,B83450,User_586,"(0, 16)",excellent! highly recommended.,1,totally worth it!,1677577681,"09 02, 2022"
R000587,B79064,User_587,"(1, 12)","terrible experience, won't buy again.",5,highly recommend!,1701856081,"12 13, 2022"
R000588,B69028,User_588,"(7, 16)",amazing product! works as expected.,2,loved it!,1731145681,"10 18, 2023"
R000589,B21757,User_589,"(3, 14)","good quality, but expensive.",4,highly recommend!,1726048081,"01 20, 2024"
R000590,B46083,User_590,"(9, 10)","very useful, worth the price.",5,"not bad, but slow delivery.",1702892881,"11 25, 2023"
R000591,B60664,User_591,"(7, 15)","very useful, worth the price.",5,worst buy.,1737107281,"01 01, 2025"
R000592,B94644,User_592,"(6, 5)",fantastic! exceeded expectations.,2,great purchase!,1711187281,"01 10, 2025"
R000593,B51015,User_593,"(7, 8)",amazing product! works as expected.,2,totally worth it!,1702806481,"01 09, 2024"
R000594,B43037,User_594,"(4, 1)",excellent! highly recommended.,2,highly recommend!,1689846481,"06 10, 2023"
R000595,B56657,User_595,"(2, 5)",decent product but delivery was slow.,3,totally worth it!,1734947281,"06 06, 2023"
R000596,B69904,User_596,"(9, 4)","not what i expected, disappointed.",4,"not bad, but slow delivery.",1696326481,"07 21, 2024"
R000597,B13969,User_597,"(6, 17)",excellent! highly recommended.,1,highly recommend!,1737107281,"08 08, 2022"
R000598,B67037,User_598,"(0, 4)",not satisfied. quality is poor.,2,totally worth it!,1687168081,"10 18, 2023"
R000599,B10231,User_599,"(5, 3)","good quality, but expensive.",3,highly recommend!,1703929681,"12 20, 2024"
R000600,B70261,User_600,"(5, 9)","average product, could be better.",4,totally worth it!,1739267281,"01 10, 2023"
R000601,B50229,User_601,"(9, 8)",amazing product! works as expected.,1,just okay.,1711014481,"08 05, 2023"
R000602,B62988,User_602,"(5, 5)",decent product but delivery was slow.,2,totally worth it!,1682934481,"05 30, 2024"
R000603,B36440,User_603,"(0, 5)","very useful, worth the price.",2,just okay.,1698313681,"03 14, 2024"
R000604,B29146,User_604,"(8, 5)",decent product but delivery was slow.,1,highly recommend!,1705484881,"08 19, 2024"
R000605,B53901,User_605,"(2, 5)",fantastic! exceeded expectations.,5,worst buy.,1674121681,"04 21, 2024"
R000606,B78228,User_606,"(7, 19)",excellent! highly recommended.,4,worst buy.,1727776081,"07 22, 2023"
R000607,B64081,User_607,"(5, 18)",excellent! highly recommended.,2,worst buy.,1687513681,"02 13, 2024"
R000608,B66646,User_608,"(5, 2)","good quality, but expensive.",2,worst buy.,1729244881,"10 29, 2024"
R000609,B56558,User_609,"(6, 18)",not satisfied. quality is poor.,1,didn't meet expectations.,1720518481,"09 18, 2024"
R000610,B49543,User_610,"(1, 16)",not satisfied. quality is poor.,2,bad quality.,1712915281,"07 26, 2023"
R000611,B73794,User_611,"(6, 18)",amazing product! works as expected.,5,overpriced but good.,1704793681,"07 31, 2022"
R000612,B92258,User_612,"(5, 12)",not satisfied. quality is poor.,3,highly recommend!,1688464081,"03 09, 2023"
R000613,B96177,User_613,"(5, 5)",fantastic! exceeded expectations.,2,totally worth it!,1714384081,"01 02, 2025"
R000614,B86399,User_614,"(7, 3)","average product, could be better.",1,great purchase!,1672652881,"09 04, 2023"
R000615,B60684,User_615,"(1, 4)","terrible experience, won't buy again.",4,great purchase!,1675849681,"02 14, 2025"
R000616,B62611,User_616,"(7, 16)",fantastic! exceeded expectations.,1,"not bad, but slow delivery.",1725702481,"08 31, 2022"
R000617,B26678,User_617,"(4, 9)","not what i expected, disappointed.",1,bad quality.,1737280081,"10 25, 2024"
R000618,B16467,User_618,"(0, 6)",decent product but delivery was slow.,5,just okay.,1707990481,"02 13, 2025"
R000619,B94588,User_619,"(2, 2)","not what i expected, disappointed.",3,"not bad, but slow delivery.",1703670481,"02 20, 2023"
R000620,B15062,User_620,"(7, 2)","very useful, worth the price.",4,just okay.,1663753681,"03 05, 2023"
R000621,B57543,User_621,"(5, 7)","terrible experience, won't buy again.",5,highly recommend!,1735292881,"01 07, 2025"
R000622,B75418,User_622,"(8, 18)","good quality, but expensive.",4,"not bad, but slow delivery.",1660384081,"02 01, 2024"
R000623,B15324,User_623,"(6, 9)",fantastic! exceeded expectations.,5,"not bad, but slow delivery.",1694166481,"02 12, 2024"
R000624,B69251,User_624,"(3, 8)",decent product but delivery was slow.,4,bad quality.,1731404881,"05 08, 2023"
R000625,B82826,User_625,"(2, 7)",amazing product! works as expected.,2,great purchase!,1695980881,"05 25, 2024"
R000626,B76987,User_626,"(6, 11)",fantastic! exceeded expectations.,1,totally worth it!,1689414481,"10 05, 2024"
R000627,B84586,User_627,"(5, 13)","very useful, worth the price.",5,"not bad, but slow delivery.",1667900881,"01 02, 2024"
R000628,B46470,User_628,"(9, 5)",fantastic! exceeded expectations.,1,highly recommend!,1697017681,"09 06, 2022"
R000629,B37934,User_629,"(0, 11)","very useful, worth the price.",5,overpriced but good.,1703065681,"07 16, 2023"
R000630,B81314,User_630,"(8, 13)",fantastic! exceeded expectations.,2,totally worth it!,1703497681,"02 27, 2025"
R000631,B89702,User_631,"(9, 2)",amazing product! works as expected.,5,bad quality.,1742636881,"04 20, 2024"
R000632,B48270,User_632,"(7, 16)","good quality, but expensive.",5,totally worth it!,1728121681,"03 24, 2023"
R000633,B93771,User_633,"(7, 12)","good quality, but expensive.",5,"not bad, but slow delivery.",1733910481,"04 11, 2024"
R000634,B28688,User_634,"(5, 10)","not what i expected, disappointed.",4,great purchase!,1660643281,"02 14, 2023"
R000635,B85010,User_635,"(4, 4)","not what i expected, disappointed.",5,loved it!,1679478481,"07 14, 2024"
R000636,B50565,User_636,"(3, 16)",decent product but delivery was slow.,3,overpriced but good.,1690710481,"09 03, 2024"
R000637,B76947,User_637,"(7, 4)",decent product but delivery was slow.,1,totally worth it!,1697190481,"07 30, 2023"
R000638,B95724,User_638,"(8, 15)","good quality, but expensive.",4,totally worth it!,1681638481,"09 16, 2022"
R000639,B93336,User_639,"(7, 10)","very useful, worth the price.",2,loved it!,1687513681,"10 30, 2023"
R000640,B80062,User_640,"(2, 16)",decent product but delivery was slow.,5,worst buy.,1685440081,"11 20, 2022"
R000641,B55935,User_641,"(8, 10)","average product, could be better.",4,"not bad, but slow delivery.",1672220881,"09 22, 2024"
R000642,B81056,User_642,"(4, 10)",amazing product! works as expected.,2,just okay.,1692092881,"09 08, 2024"
R000643,B51925,User_643,"(2, 16)","not what i expected, disappointed.",3,didn't meet expectations.,1694252881,"05 27, 2023"
R000644,B87228,User_644,"(4, 3)",amazing product! works as expected.,4,highly recommend!,1670492881,"06 20, 2023"
R000645,B40207,User_645,"(9, 12)",fantastic! exceeded expectations.,1,great purchase!,1701251281,"12 07, 2022"
R000646,B50243,User_646,"(5, 6)","good quality, but expensive.",4,just okay.,1679132881,"02 04, 2025"
R000647,B22125,User_647,"(2, 5)","good quality, but expensive.",3,great purchase!,1674294481,"02 27, 2025"
R000648,B61532,User_648,"(1, 2)","average product, could be better.",3,overpriced but good.,1693648081,"03 30, 2023"
R000649,B55631,User_649,"(8, 13)",amazing product! works as expected.,4,didn't meet expectations.,1706694481,"12 23, 2024"
R000650,B43099,User_650,"(8, 4)","terrible experience, won't buy again.",3,bad quality.,1740736081,"10 28, 2022"
R000651,B74356,User_651,"(8, 8)",amazing product! works as expected.,2,totally worth it!,1734169681,"04 04, 2023"
R000652,B71476,User_652,"(6, 1)","good quality, but expensive.",1,highly recommend!,1719049681,"08 04, 2022"
R000653,B13016,User_653,"(2, 5)",fantastic! exceeded expectations.,3,"not bad, but slow delivery.",1703324881,"08 28, 2022"
R000654,B94406,User_654,"(9, 19)","terrible experience, won't buy again.",2,overpriced but good.,1742291281,"08 02, 2024"
R000655,B82580,User_655,"(3, 15)",amazing product! works as expected.,3,worst buy.,1700473681,"09 26, 2023"
R000656,B70202,User_656,"(2, 10)",excellent! highly recommended.,3,totally worth it!,1702979281,"04 15, 2023"
R000657,B51729,User_657,"(8, 8)","not what i expected, disappointed.",1,highly recommend!,1681638481,"12 01, 2022"
R000658,B60948,User_658,"(7, 10)","not what i expected, disappointed.",3,great purchase!,1717321681,"05 14, 2024"
R000659,B93403,User_659,"(4, 11)",excellent! highly recommended.,5,"not bad, but slow delivery.",1684230481,"08 07, 2024"
R000660,B47386,User_660,"(4, 2)",excellent! highly recommended.,2,loved it!,1690624081,"09 17, 2023"
R000661,B15798,User_661,"(5, 7)","not what i expected, disappointed.",4,loved it!,1717062481,"07 03, 2023"
R000662,B20411,User_662,"(4, 8)","not what i expected, disappointed.",4,overpriced but good.,1711964881,"03 10, 2023"
R000663,B38990,User_663,"(2, 2)","good quality, but expensive.",2,totally worth it!,1691747281,"07 09, 2023"
R000664,B67354,User_664,"(1, 11)","terrible experience, won't buy again.",2,"not bad, but slow delivery.",1661075281,"07 25, 2022"
R000665,B84560,User_665,"(3, 9)","terrible experience, won't buy again.",2,highly recommend!,1719481681,"01 08, 2024"
R000666,B38854,User_666,"(2, 19)",excellent! highly recommended.,4,didn't meet expectations.,1710928081,"03 15, 2025"
R000667,B86859,User_667,"(7, 14)",fantastic! exceeded expectations.,1,"not bad, but slow delivery.",1716371281,"02 11, 2025"
R000668,B28246,User_668,"(5, 9)",fantastic! exceeded expectations.,5,"not bad, but slow delivery.",1666864081,"12 27, 2023"
R000669,B66413,User_669,"(3, 18)","not what i expected, disappointed.",3,worst buy.,1681033681,"01 22, 2025"
R000670,B67343,User_670,"(3, 1)","very useful, worth the price.",5,bad quality.,1693993681,"11 15, 2022"
R000671,B67068,User_671,"(5, 9)",excellent! highly recommended.,2,loved it!,1665740881,"11 26, 2023"
R000672,B80633,User_672,"(0, 5)",fantastic! exceeded expectations.,2,worst buy.,1669628881,"02 09, 2024"
R000673,B72907,User_673,"(5, 5)",amazing product! works as expected.,5,overpriced but good.,1681724881,"12 23, 2023"
R000674,B50544,User_674,"(5, 18)","average product, could be better.",3,worst buy.,1716716881,"05 03, 2024"
R000675,B29561,User_675,"(5, 4)",excellent! highly recommended.,1,totally worth it!,1663148881,"05 18, 2023"
R000676,B21795,User_676,"(4, 15)",not satisfied. quality is poor.,2,didn't meet expectations.,1735033681,"08 06, 2022"
R000677,B53280,User_677,"(6, 6)","good quality, but expensive.",1,loved it!,1715334481,"07 16, 2022"
R000678,B13176,User_678,"(2, 19)","not what i expected, disappointed.",1,just okay.,1679219281,"02 15, 2023"
R000679,B18466,User_679,"(6, 16)","good quality, but expensive.",2,loved it!,1657964881,"01 13, 2024"
R000680,B99990,User_680,"(9, 5)","terrible experience, won't buy again.",3,totally worth it!,1730454481,"11 10, 2022"
R000681,B72015,User_681,"(3, 15)",fantastic! exceeded expectations.,3,highly recommend!,1660816081,"05 29, 2023"
R000682,B10811,User_682,"(3, 9)",fantastic! exceeded expectations.,3,"not bad, but slow delivery.",1689068881,"03 01, 2023"
R000683,B60968,User_683,"(5, 6)",not satisfied. quality is poor.,1,loved it!,1720000081,"01 10, 2025"
R000684,B20334,User_684,"(4, 15)","good quality, but expensive.",3,loved it!,1734428881,"07 16, 2023"
R000685,B88322,User_685,"(1, 12)",decent product but delivery was slow.,1,"not bad, but slow delivery.",1727084881,"11 21, 2022"
R000686,B61077,User_686,"(8, 13)",not satisfied. quality is poor.,5,bad quality.,1664876881,"02 17, 2024"
R000687,B99089,User_687,"(2, 1)","very useful, worth the price.",1,highly recommend!,1727516881,"09 14, 2023"
R000688,B87092,User_688,"(3, 8)",not satisfied. quality is poor.,5,bad quality.,1702720081,"05 30, 2023"
R000689,B35766,User_689,"(2, 3)","not what i expected, disappointed.",2,"not bad, but slow delivery.",1730886481,"10 16, 2022"
R000690,B38302,User_690,"(6, 8)","very useful, worth the price.",3,just okay.,1717926481,"01 20, 2023"
R000691,B77801,User_691,"(5, 7)",not satisfied. quality is poor.,1,loved it!,1734774481,"06 01, 2023"
R000692,B20316,User_692,"(0, 4)",not satisfied. quality is poor.,2,worst buy.,1732182481,"12 12, 2022"
R000693,B73080,User_693,"(4, 3)","good quality, but expensive.",4,just okay.,1704188881,"06 11, 2024"
R000694,B73780,User_694,"(8, 18)","good quality, but expensive.",3,highly recommend!,1675331281,"02 22, 2025"
R000695,B14625,User_695,"(4, 5)",not satisfied. quality is poor.,3,just okay.,1691228881,"06 09, 2024"
R000696,B62505,User_696,"(4, 8)","very useful, worth the price.",4,worst buy.,1701078481,"06 21, 2023"
R000697,B60802,User_697,"(1, 15)",fantastic! exceeded expectations.,2,"not bad, but slow delivery.",1681206481,"03 30, 2024"
R000698,B15633,User_698,"(6, 13)",not satisfied. quality is poor.,2,just okay.,1661248081,"09 20, 2024"
R000699,B63811,User_699,"(5, 15)","good quality, but expensive.",3,worst buy.,1732614481,"08 05, 2023"
R000700,B42372,User_700,"(3, 13)","not what i expected, disappointed.",4,bad quality.,1711273681,"09 10, 2024"
R000701,B73209,User_701,"(8, 10)",excellent! highly recommended.,3,"not bad, but slow delivery.",1701164881,"06 17, 2023"
R000702,B92022,User_702,"(1, 8)","terrible experience, won't buy again.",2,loved it!,1728467281,"08 12, 2024"
R000703,B56617,User_703,"(2, 15)","average product, could be better.",1,great purchase!,1700473681,"06 17, 2024"
R000704,B68742,User_704,"(8, 10)",fantastic! exceeded expectations.,2,overpriced but good.,1724492881,"04 05, 2023"
R000705,B17584,User_705,"(1, 19)",not satisfied. quality is poor.,5,bad quality.,1700041681,"01 26, 2024"
R000706,B22814,User_706,"(2, 2)","average product, could be better.",5,great purchase!,1686822481,"12 15, 2022"
R000707,B95525,User_707,"(0, 2)",excellent! highly recommended.,4,totally worth it!,1657532881,"09 01, 2023"
R000708,B73927,User_708,"(5, 3)","not what i expected, disappointed.",3,didn't meet expectations.,1723369681,"01 19, 2023"
R000709,B14166,User_709,"(1, 7)",amazing product! works as expected.,2,bad quality.,1737884881,"02 04, 2024"
R000710,B17866,User_710,"(0, 2)","not what i expected, disappointed.",4,"not bad, but slow delivery.",1735292881,"02 24, 2025"
R000711,B75883,User_711,"(1, 10)","not what i expected, disappointed.",4,highly recommend!,1671097681,"07 22, 2024"
R000712,B32020,User_712,"(1, 9)","not what i expected, disappointed.",3,totally worth it!,1664272081,"03 25, 2024"
R000713,B64810,User_713,"(7, 14)","terrible experience, won't buy again.",4,just okay.,1656928081,"09 24, 2022"
R000714,B33977,User_714,"(4, 19)","average product, could be better.",2,didn't meet expectations.,1685612881,"08 23, 2023"
R000715,B25662,User_715,"(1, 19)",not satisfied. quality is poor.,3,highly recommend!,1726307281,"10 21, 2024"
R000716,B62996,User_716,"(4, 16)","average product, could be better.",1,great purchase!,1714211281,"11 25, 2022"
R000717,B15479,User_717,"(0, 16)",amazing product! works as expected.,5,great purchase!,1679737681,"10 30, 2022"
R000718,B70402,User_718,"(7, 19)","not what i expected, disappointed.",5,"not bad, but slow delivery.",1681033681,"12 31, 2022"
R000719,B21142,User_719,"(7, 1)",amazing product! works as expected.,2,"not bad, but slow delivery.",1715766481,"10 19, 2022"
R000720,B99348,User_720,"(9, 6)","good quality, but expensive.",2,loved it!,1665049681,"08 20, 2023"
R000721,B97375,User_721,"(1, 14)",excellent! highly recommended.,3,didn't meet expectations.,1676108881,"02 20, 2024"
R000722,B96521,User_722,"(0, 4)","very useful, worth the price.",4,bad quality.,1721987281,"12 15, 2024"
R000723,B25893,User_723,"(9, 11)","terrible experience, won't buy again.",4,great purchase!,1711273681,"12 31, 2024"
R000724,B55783,User_724,"(1, 5)",excellent! highly recommended.,4,bad quality.,1675676881,"02 10, 2025"
R000725,B13509,User_725,"(2, 2)","good quality, but expensive.",4,didn't meet expectations.,1708768081,"06 10, 2023"
R000726,B79608,User_726,"(7, 14)",fantastic! exceeded expectations.,4,didn't meet expectations.,1707472081,"09 16, 2024"
R000727,B95273,User_727,"(0, 5)",decent product but delivery was slow.,3,loved it!,1700387281,"03 31, 2024"
R000728,B35706,User_728,"(4, 8)",decent product but delivery was slow.,5,"not bad, but slow delivery.",1717148881,"03 19, 2024"
R000729,B89828,User_729,"(1, 18)","average product, could be better.",1,bad quality.,1684316881,"08 27, 2023"
R000730,B60984,User_730,"(3, 11)",excellent! highly recommended.,1,didn't meet expectations.,1685785681,"07 17, 2024"
R000731,B89328,User_731,"(4, 13)",fantastic! exceeded expectations.,2,totally worth it!,1672912081,"11 30, 2024"
R000732,B97159,User_732,"(0, 3)","very useful, worth the price.",2,overpriced but good.,1706953681,"07 28, 2023"
R000733,B87154,User_733,"(6, 5)","average product, could be better.",5,bad quality.,1662889681,"10 07, 2023"
R000734,B93988,User_734,"(0, 11)","good quality, but expensive.",1,bad quality.,1668851281,"09 21, 2024"
R000735,B26268,User_735,"(9, 15)","average product, could be better.",3,highly recommend!,1710841681,"02 14, 2025"
R000736,B10838,User_736,"(6, 9)","average product, could be better.",4,loved it!,1665654481,"07 14, 2023"
R000737,B65714,User_737,"(6, 10)",amazing product! works as expected.,4,worst buy.,1711446481,"04 24, 2024"
R000738,B34267,User_738,"(6, 2)","not what i expected, disappointed.",1,great purchase!,1716889681,"02 14, 2024"
R000739,B31611,User_739,"(0, 7)","very useful, worth the price.",1,just okay.,1677750481,"11 04, 2023"
R000740,B27298,User_740,"(8, 2)",excellent! highly recommended.,4,highly recommend!,1697363281,"09 11, 2024"
R000741,B95044,User_741,"(8, 8)",decent product but delivery was slow.,5,great purchase!,1721382481,"12 03, 2023"
R000742,B22860,User_742,"(8, 7)",amazing product! works as expected.,1,just okay.,1684316881,"01 09, 2023"
R000743,B71055,User_743,"(6, 15)",not satisfied. quality is poor.,3,highly recommend!,1720691281,"11 11, 2023"
R000744,B13460,User_744,"(5, 6)",decent product but delivery was slow.,5,bad quality.,1717148881,"11 13, 2024"
R000745,B52878,User_745,"(9, 12)",not satisfied. quality is poor.,4,"not bad, but slow delivery.",1687600081,"03 15, 2024"
R000746,B63723,User_746,"(0, 4)","not what i expected, disappointed.",4,just okay.,1665740881,"01 31, 2023"
R000747,B47424,User_747,"(2, 14)","terrible experience, won't buy again.",1,overpriced but good.,1692352081,"07 26, 2023"
